Title: Young Stellar Objects in the Gould Belt 
Authors: Dunham M.M., Allen L.E., Evans N.J., Broekhoven-Fiene H., Cieza L.A., 
         Francesco J.D., Gutermuth R.A., Harvey P.M., Hatchell J., Heiderman A.,
         Huard T.L., Johnstone D., Kirk J.M., Matthews B.C., Miller J.F., 
         Peterson D.E., Young K.E. 
Table: Properties of the c2d+GB YSOs
================================================================================
Byte-by-byte Description of file: apjs519129t2_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units  Label   Explanations
--------------------------------------------------------------------------------
   1-  4 I4     ---    Index   Index
   6- 21 A16    ---    Cloud   Cloud identifier
  23- 38 A16    ---    ID      SSTc2d or SSTgb + Spitzer source name  
2705 Perseus          J034444.7+320402  4.8   -0.92 1500.     0.46      -1.18 1700.     0.78    N - 
2706 Perseus          J034445.2+320119 10.8   -0.34  900.     0.031     -0.58 1300.     0.071   N - 
2707 Perseus          J034450.3+315236  4.1   -0.98 1500.     0.013     -1.12 1700.     0.021   N - 
2708 Perseus          J034452.0+322625  5.4   -1.43 1600.     0.038     -1.62 1800.     0.072   N - 
2709 Perseus          J034452.0+315825  6.0   -1.11 1600.     0.041     -1.27 1800.     0.082   N - 
2710 Perseus          J034455.6+320919  3.7   -2.22 1900.     0.15      -2.23 2000.     0.24    N - 
2711 Perseus          J034456.1+320915  4.0   -0.96 1500.     0.40      -1.12 1800.     0.63    N - 
2712 Perseus          J034456.8+315411  2.1   -1.33 1700.     0.013     -1.35 1900.     0.017   N - 
2713 Perseus          J034456.9+322035 14.3   -0.41  840.     0.0041    -0.72 1400.     0.012   N - 
2714 Perseus          J034457.7+320741  2.6   -0.90 1600.     0.014     -1.10 1800.     0.019   N - 
2715 Perseus          J034457.8+320401  1.6   -1.62 1900.     0.025     -1.82 1900.     0.031   N - 
2716 Perseus          J034458.5+315827  4.6   -1.02 1400.     0.0067    -1.19 1600.     0.011   N - 
2717 Perseus          J034459.8+321331  3.2   -1.51 1700.     0.026     -1.68 1900.     0.038   N - 
2718 Perseus          J034500.4+320320  8.3   -1.53 1500.     0.011     -1.78 1900.     0.029   N - 
2719 Perseus          J034501.4+320501  0.0   -2.31 2000.     0.32      -2.31 2000.     0.32    Y - 
2720 Perseus          J034504.6+321501  4.1   -1.93 1800.     0.038     -2.10 2000.     0.064   N - 
2721 Perseus          J034507.6+321027  0.0   -2.38 2100.     0.40      -2.48 2100.     0.40    Y - 
2722 Perseus          J034513.0+322005  4.3   -1.26 1600.     0.0094    -1.48 1800.     0.016   N - 
2723 Perseus          J034513.5+322434  3.7   -1.10 1500.     0.017     -1.14 1600.     0.025   N - 
2724 Perseus          J034513.8+321210  5.9    0.76  290.     0.056      0.43  390.     0.066   N - 
2725 Perseus          J034516.3+320620  8.6   -0.43  970.     0.60      -0.71 1400.     1.2     N - 
2726 Perseus          J034517.8+321205  3.2   -1.35 1700.     0.026     -1.52 1900.     0.039   N - 
2727 Perseus          J034520.4+320634  5.2   -0.83 1400.     0.48      -1.13 1700.     0.82    N - 
2728 Perseus          J034525.1+320930  3.5   -0.56 1300.     0.18      -0.83 1500.     0.26    N - 
2729 Perseus          J034529.7+315919  4.3   -1.05 1600.     0.017     -1.29 1800.     0.027   N - 
2730 Perseus          J034533.4+314555  6.3   -0.97 1500.     0.012     -1.24 1800.     0.024   N - 
2731 Perseus          J034535.6+315954  5.4   -0.97 1600.     0.040     -1.32 1800.     0.075   N - 
2732 Perseus          J034536.8+322557  3.9   -1.02 1700.     0.60      -1.32 1800.     0.95    N - 
2733 Perseus          J034547.3+314311  3.8   -1.81 1700.     0.023     -1.89 1900.     0.036   N - 
2734 Perseus          J034548.2+322412  5.3   -0.72 1200.     4.4       -0.97 1500.     7.3     N - 
2735 Perseus          J034558.2+322647  3.7   -1.26 1600.     0.029     -1.39 1800.     0.045   N - 
2736 Perseus          J034657.3+324917  2.5   -1.27 1700.     0.029     -1.36 1800.     0.039   N - 
2737 Perseus          J034658.5+324658  3.3   -1.36 1700.     0.031     -1.54 1900.     0.047   N - 
2738 Perseus          J034705.4+324308  5.9    0.36  330.     0.49       0.51  390.     0.58    N Y 
2739 Perseus          J034741.5+325144  5.9    0.78  290.     4.4        1.30  330.     5.1     N Y 
2740 Serpens          J182753.8-000233  2.9   -1.26 1700.     0.34      -1.41 1800.     0.47    N - 
2741 Serpens          J182808.4-000106  7.0   -0.85 1200.     1.4       -0.99 1600.     2.7     N - 
2742 Serpens          J182811.0-000139 14.5   -2.20 1700.     1.2       -2.72 2300.     8.9     Y - 
2743 Serpens          J182813.5-000249  5.5   -0.76 1300.     1.6       -1.16 1600.     2.8     N - 
2744 Serpens          J182815.0-000258  9.6    0.03  680.     0.68      -0.48 1100.     1.3     N - 
2745 Serpens          J182815.1-000140  3.8   -1.11 1600.     0.092     -1.30 1800.     0.14    N - 
2746 Serpens          J182815.2-000243  6.2   -0.85  630.     2.9       -0.18  890.     4.0     N - 
2747 Serpens          J182816.2-000316  6.6   -0.95 1400.     0.70      -1.31 1700.     1.4     N - 
2748 Serpens          J182818.5-000332  5.0   -1.09 1400.     0.036     -1.24 1600.     0.058   N - 
2749 Serpens          J182819.8-000147  8.4   -1.03 1300.     0.050     -1.19 1700.     0.11    N - 
2750 Serpens          J182820.1+002914  9.1   -2.32 1800.     3.3       -2.76 2000.    10.      Y - 
2751 Serpens          J182821.4+001041  7.0   -1.26 1700.     0.18      -1.80 2100.     0.47    N - 
2752 Serpens          J182821.5+000016  6.6   -0.67 1200.     0.87      -1.11 1600.     1.7     N - 
2753 Serpens          J182827.3-001150 19.0   -2.09 1600.    11.        -2.76 2300.   140.      N - 
2754 Serpens          J182827.4+000023 11.1   -1.99 1600.     0.93      -2.40 2000.     3.4     N - 
2755 Serpens          J182828.5+002650 10.8   -1.04 1400.     0.030     -1.52 1900.     0.097   N - 
2756 Serpens          J182829.0+002756 12.6   -0.67 1300.     0.12      -1.35 1800.     0.46    N - 
2757 Serpens          J182840.2+001617 14.3   -1.04 1200.     0.032     -1.48 1700.     0.13    N - 
2758 Serpens          J182840.5+002214 11.7   -1.93 1600.     0.70      -2.35 2000.     2.8     N - 
2759 Serpens          J182841.8-000321  9.6    0.37  400.     0.45       0.18  640.     0.65    N - 
2760 Serpens          J182844.0+005337  9.6    0.45  380.     0.49       0.34  490.     0.70    N Y 
2761 Serpens          J182844.7+005125  9.6    1.07   97.     0.11       0.84  120.     0.12    N Y 
2762 Serpens          J182844.8+004808  8.0   -0.96 1500.     0.086     -1.26 1900.     0.22    N - 
2763 Serpens          J182844.9+005203  9.6    1.33   53.     3.9        1.12   62.     4.1     N Y 
2764 Serpens          J182844.9+004524  5.0   -1.34 1600.     0.51      -1.54 1900.     0.92    N - 
2765 Serpens          J182845.5-000712 15.7   -1.01 1100.    25.        -1.46 1700.   100.      N - 
2766 Serpens          J182846.1+000301 12.7   -0.86 1100.     0.078     -1.19 1600.     0.24    N - 
2767 Serpens          J182847.8+000840  8.3   -0.78 1100.    27.        -1.05 1500.    58.      N - 
2768 Serpens          J182848.0+001926  5.0   -0.82 1000.     0.019     -0.88 1200.     0.028   N - 
2769 Serpens          J182850.2+000949  5.5   -0.44  850.     1.2       -0.47 1000.     1.7     N - 
2770 Serpens          J182850.3-001255 10.2   -1.71 1400.     2.7       -1.89 1800.     7.8     N - 
2771 Serpens          J182851.2+001927  9.6    0.45  260.     0.14       0.29  390.     0.18    N Y 
2772 Serpens          J182852.0+001551  7.4   -1.14 1500.     0.019     -1.43 1800.     0.043   N - 
2773 Serpens          J182852.7+002846  9.6    0.06  700.     0.022     -0.15  910.     0.039   N - 
2774 Serpens          J182853.6+001940 25.0   -0.72  950.     0.030     -1.41 1900.     0.27    N - 
2775 Serpens          J182853.9+004553 13.5   -0.84 1500.     0.18      -1.58 2200.     1.0     N - 
2776 Serpens          J182854.0+002930  9.6    1.36   60.     8.3        1.15   69.     8.8     N Y 
2777 Serpens          J182854.5+002852  0.0   -1.01  770.     0.13      -0.87  770.     0.13    N - 
2778 Serpens          J182854.8+002952  9.6    1.91   47.     6.3        1.60   51.     6.6     N Y 
2779 Serpens          J182854.9+001832  9.6    0.90  120.     0.12       0.68  150.     0.14    N Y 
2780 Serpens          J182855.3+002052 14.1   -0.34  950.     0.28      -0.88 1500.     0.90    N - 
2781 Serpens          J182855.7+002944  9.6    1.89   22.     1.5        1.65   26.     1.6     N Y 
2782 Serpens          J182856.6+003008  9.6    1.78  180.     0.0098     1.61  190.     0.013   N - 
2783 Serpens          J182857.1+004836 10.0   -0.37 1100.     0.014     -0.50 1400.     0.032   N - 
2784 Serpens          J182858.0+001724  3.0   -1.92 1600.     1.3       -2.20 1800.     1.8     N - 
2785 Serpens          J182858.6+004859  7.0   -1.02 1500.     0.11      -1.27 1800.     0.25    N - 
2786 Serpens          J182859.4+003003 18.4   -0.61  910.     0.45      -1.34 1600.     2.1     N - 
2787 Serpens          J182900.2+001658  5.0   -1.05 1400.     0.41      -1.20 1600.     0.68    N - 
2788 Serpens          J182900.5+004507 10.0   -0.97 1300.     0.16      -1.27 1700.     0.44    N - 
2789 Serpens          J182900.8+002746 10.5   -0.38 1100.     0.094     -0.76 1500.     0.24    N - 
2790 Serpens          J182900.9+002931  9.3   -0.42  930.     3.1       -0.74 1300.     6.5     N - 
2791 Serpens          J182901.0+003145 23.3   -0.77 1000.     0.52      -1.51 1700.     3.8     N - 
2792 Serpens          J182901.2+002933  5.5   -0.54 1000.     0.86      -0.60 1200.     1.3     N - 
2793 Serpens          J182901.5+001730 12.0   -1.21 1300.     0.026     -1.61 1800.     0.086   N - 
2794 Serpens          J182901.7+002946  5.0   -0.65 1300.     1.7       -0.99 1600.     2.8     N - 
2795 Serpens          J182901.8+002954  4.0   -1.04 1200.     4.9       -0.97 1300.     6.8     N - 
2796 Serpens          J182902.1+003120  9.6    0.24   87.     0.14       0.19  100.     0.16    N Y 
2797 Serpens          J182902.8+003009  9.6   -0.14  460.     0.47      -0.63  780.     0.70    N Y 
2798 Serpens          J182903.9+002021  2.0   -0.84 1200.     2.0       -0.89 1300.     2.3     N - 
2799 Serpens          J182904.3+003324  9.6    0.20  530.     1.8        0.54  640.     2.8     N - 
2800 Serpens          J182905.1+003843 11.0   -1.04 1500.     0.042     -1.56 1900.     0.14    N - 
2801 Serpens          J182905.7+002232  0.5   -1.75 2000.     0.84      -1.98 2100.     0.90    N - 
2802 Serpens          J182906.1+001944  6.0   -1.10 1700.     0.12      -1.59 2000.     0.26    N - 
2803 Serpens          J182906.2+003043  9.6    1.70   56.     9.6        1.33   67.    10.      N Y 
2804 Serpens          J182906.7+003034  9.6    1.66   77.     5.0        1.40   83.     5.4     N Y 
2805 Serpens          J182906.9+003838 15.2   -0.75 1100.     0.20      -1.23 1700.     0.80    N - 
2806 Serpens          J182907.4+001921  3.8   -1.61 1700.     0.036     -1.70 1900.     0.058   N - 
2807 Serpens          J182907.6+005222  5.3   -0.77 1500.     0.064     -1.14 1700.     0.11    N - 
2808 Serpens          J182907.7+005403  9.0   -0.99 1500.     0.14      -1.40 2000.     0.41    N - 
2809 Serpens          J182908.0-000737 14.0   -2.27 1700.     1.5       -2.79 2300.    10.      Y - 
2810 Serpens          J182908.1+010544  0.0   -2.05 2100.     0.67      -2.12 2100.     0.67    N - 
2811 Serpens          J182909.0+003128  9.6    0.25  400.     0.021      0.07  420.     0.030   N - 
2812 Serpens          J182909.0+003132  9.6    2.27   35.     4.1        2.13   36.     4.2     N Y 
2813 Serpens          J182909.5+003702 25.2   -1.16 1100.     8.5       -2.20 1800.    94.      N - 
2814 Serpens          J182911.5+002038  9.0   -0.85 1700.     0.070     -1.50 2100.     0.23    N - 
2815 Serpens          J182912.4+001815 13.9   -1.03 1300.     0.051     -1.54 1800.     0.21    N - 
2816 Serpens          J182912.8+000947  6.9   -1.12 1800.     0.063     -1.60 2100.     0.16    N - 
2817 Serpens          J182914.3+010730  3.5   -1.31 1700.     0.038     -1.46 1800.     0.058   N - 
2818 Serpens          J182915.1+003937  8.0   -1.75 1400.     0.32      -1.85 1700.     0.71    N - 
2819 Serpens          J182915.3-001251  9.5   -1.59 1700.     0.93      -2.05 2000.     3.0     N - 
2820 Serpens          J182915.5+003911 10.9   -0.31 1100.     0.19      -0.95 1600.     0.53    N - 
2821 Serpens          J182915.6+003923  0.0   -0.47 1000.     0.15      -0.75 1000.     0.15    N - 
2822 Serpens          J182916.1+001822  9.6   -0.07  440.     4.6        0.06  620.     6.7     N Y 
2823 Serpens          J182919.7+001803  5.0   -0.95 1500.     0.26      -1.33 1700.     0.44    N - 
2824 Serpens          J182920.0+012101  8.5   -2.30 1700.     1.6       -2.52 2000.     4.5     Y - 
2825 Serpens          J182920.4+012103  9.1   -1.41 1500.     0.46      -1.67 1800.     1.3     N - 
2826 Serpens          J182920.9+003034 16.7   -1.76 1500.     7.7       -2.41 2000.    48.      N - 
2827 Serpens          J182921.8+001938  5.0   -0.95 1400.     0.14      -1.16 1700.     0.23    N - 
2828 Serpens          J182926.4+003004 13.4   -0.73 1400.     0.045     -1.45 1900.     0.19    N - 
2829 Serpens          J182926.7+003949 19.4   -0.54  790.     0.12      -1.40 1600.     0.58    N - 
2830 Serpens          J182927.2+003906  0.0   -1.04 1100.     0.019     -0.94 1100.     0.019   N - 
2831 Serpens          J182927.3+003849  9.6    0.32  690.     0.028      0.11  980.     0.051   N - 
2832 Serpens          J182928.2-002257 22.4   -0.79 1000.    10.        -1.80 1700.    69.      N - 
2833 Serpens          J182928.9+001310  8.6   -2.01 1600.     3.0       -2.17 1900.     8.1     N - 
2834 Serpens          J182929.2+001800  6.5   -1.24 1600.     0.082     -1.47 1900.     0.18    N - 
2835 Serpens          J182930.8+010107  5.4   -0.94 1400.     0.42      -1.14 1700.     0.75    N - 
2836 Serpens          J182931.9+011842  9.6    0.26  450.    14.        -0.06  710.    21.      N Y 
2837 Serpens          J182932.5-001323  3.0   -2.51 2000.    13.        -2.64 2100.    21.      Y - 
2838 Serpens          J182933.0+004008  9.2   -1.02 1500.     0.090     -1.62 1900.     0.26    N - 
2839 Serpens          J182933.3+010824  0.0   -0.81 1700.     2.0       -1.11 1700.     2.0     N - 
2840 Serpens          J182935.6+003503  4.5   -1.02 1600.     0.51      -1.45 1800.     0.86    N - 
2841 Serpens          J182936.2+004216  6.0   -0.68 1100.     0.30      -0.94 1500.     0.51    N - 
2842 Serpens          J182936.3+003356  7.4   -2.12 1800.     0.12      -2.40 2000.     0.30    N - 
2843 Serpens          J182936.4+004621  5.3   -1.11 1500.     0.019     -1.31 1700.     0.033   N - 
2844 Serpens          J182936.7+004758  7.4   -1.08 1400.     0.17      -1.26 1700.     0.35    N - 
2845 Serpens          J182937.6+011130  9.7   -2.02 1600.     1.6       -2.31 2000.     5.2     N - 
2846 Serpens          J182938.8+004438  8.8   -1.25 1400.     0.053     -1.55 1800.     0.14    N - 
2847 Serpens          J182939.8+011756  9.2   -0.84 1300.     0.12      -1.45 1700.     0.32    N - 
2848 Serpens          J182940.2+001513  9.6    0.87  420.     0.16       0.62  740.     0.25    N - 
2849 Serpens          J182941.2+004902  8.5   -1.07 1600.     0.11      -1.66 2000.     0.32    N - 
2850 Serpens          J182941.2+004729  5.0   -0.96 1300.     0.0092    -0.97 1500.     0.015   N - 
2851 Serpens          J182941.4+010738  6.2   -0.89 1400.     1.1       -1.17 1700.     2.0     N - 
2852 Serpens          J182941.5+011004  9.6   -1.92 1700.     0.39      -2.26 2000.     1.2     N - 
2853 Serpens          J182941.6+004427  3.0   -0.88 1700.     0.40      -1.36 1900.     0.58    N - 
2854 Serpens          J182942.1+012021  2.4   -0.50 1500.     0.12      -0.94 1700.     0.16    N - 
2855 Serpens          J182943.9+010720  8.0   -1.28 1400.     0.17      -1.44 1700.     0.39    N - 
2856 Serpens          J182944.1+003356  4.5   -1.41 1600.     0.35      -1.66 1900.     0.60    N - 
2857 Serpens          J182944.3+010453 12.4   -0.76 1200.    46.        -1.47 1800.   160.      N - 
2858 Serpens          J182944.5+011311  3.6   -1.08 1600.     0.15      -1.36 1800.     0.22    N - 
2859 Serpens          J182945.0+003526  3.0   -1.06 1400.     0.17      -1.31 1600.     0.23    N - 
2860 Serpens          J182946.2+011025  2.6   -1.34 1700.     0.13      -1.48 1800.     0.17    N - 
2861 Serpens          J182947.0+011626  9.6   -0.11  680.     0.11      -0.05  810.     0.19    N - 
2862 Serpens          J182947.2+003955  5.0   -0.78 1700.     0.095     -1.32 1900.     0.18    N - 
2863 Serpens          J182947.2+003223  6.0   -0.90 1600.     0.17      -1.44 1800.     0.33    N - 
2864 Serpens          J182947.6+010422  0.0   -0.60  390.     0.057     -0.31  390.     0.057   N - 
2865 Serpens          J182948.1+011644  9.6    1.37   29.    14.         1.11   30.    14.      N Y 
2866 Serpens          J182948.7+011342 25.0   -0.81 1000.     0.040     -1.55 2100.     0.47    N - 
2867 Serpens          J182949.1+011619  9.6    3.80  130.    11.         3.48  150.    13.      N Y 
2868 Serpens          J182949.2+011631  9.6    1.45  370.     0.65       1.38  410.     0.95    N - 
2869 Serpens          J182949.5+011706  9.6    0.66  510.     0.81       1.01  570.     1.2     N - 
2870 Serpens          J182949.6+005052  8.8   -2.02 1700.     0.98      -2.36 2000.     2.9     N - 
2871 Serpens          J182949.6+011521  9.6    2.65   13.    69.         2.53   13.    69.      N Y 
2872 Serpens          J182949.6+011456  9.6    0.25  480.     0.25      -0.04  490.     0.38    N - 
2873 Serpens          J182950.0+005101  8.0   -1.49 1700.     0.17      -1.92 2100.     0.48    N - 
2874 Serpens          J182950.1+005608  0.0   -0.77 1200.     0.30      -0.73 1200.     0.30    N - 
2875 Serpens          J182950.4+004343  8.8   -1.39 1400.     0.40      -1.65 1800.     1.0     N - 
2876 Serpens          J182951.1+011640  9.6    1.04  130.     4.8        1.06  170.     5.4     N Y 
2877 Serpens          J182951.1+011319 11.1   -1.16 1400.     0.024     -1.47 1800.     0.078   N - 
2878 Serpens          J182951.3+002748  0.0   -2.20 2000.     0.80      -2.31 2000.     0.80    N - 
2879 Serpens          J182952.0+003643  9.6   -0.04  700.     0.040     -0.14  910.     0.070   N - 
